Content,Date_Posted,Date_Replied,Date_of_Experience,Name,Ratings,Reply,Review,Title
We are a non profit childrens gymnastics club who uses class for kids and stripe is the payment provider. Stripe has placed an unreasonable reserve on our account but are refusing to answer why. We are very concerned with this lack of explaination and have no choice but to consult the FCA as we Cannot get an answer from then as to why. Very underhand and they are effectively stealing from a charity. I am very unhappy with their lack of information and explaination as to why. We will be moving back to paying at the gym as we no longer have faith in stripe handling our money. We are shocked and feel we are being unfairly deemed as high risk without any explaination. We are a non profit childrens club and all of our income is through teaching our classes. If we are doing something wrong in the way we are collecting we would appreciate feedback as to why we are being classed as high risk so we can make changes.,2022-10-08T08:42:41.000Z,2022-10-08T17:27:41.408Z,"October 01, 2022",Ciara,Rated 1 out of 5 stars,"Hey there—we're so sorry to hear about the trouble. Could you send an email to heretohelp@stripe.com with some more details about your account? Please include ""Trustpilot"" in the subject line so we can take a look as soon as possible. Thank you.",1,We are a non profit childrens…
"I am not sure what is happening and I can't seem to fiund a number to speak with someone but I ran cards and see they ran successfully but nothing depositied into our account from a month ago. In addtion, one customer name is going in for every transaction despite me manually entering everyone's INFO.",2022-10-08T02:26:51.000Z,2022-10-08T06:40:09.373Z,"September 06, 2022",Richard Jensen,Rated 1 out of 5 stars,"Hi Richard—we're very sorry to hear that. We currently don't have an inbound phone number, but you can request a call back here: https://support.stripe.com/questions/contact-stripe-support.",2,I am not sure what is happening and I…
"We have been using my stripe account since 2020, and given business to stripe more than half a million , it's been 4 months stripe closed my account and reserved my funds for 120 days for future dispute and refund. ",2022-10-08T00:16:07.000Z,2022-10-08T06:37:31.101Z,"June 01, 2022",Kim Mcarthy,Rated 1 out of 5 stars,Hi Kim—we're very sorry to hear this. Please write to us at heretohelp@stripe.com. We've already begun looking into this for you.,1,Lack of Support
"Stripe have hold back payouts for a month for ""security"" reason.",2022-10-07T18:08:08.000Z,2022-10-07T19:27:20.064Z,"October 07, 2022",Anders Vang,Rated 1 out of 5 stars,"Hi there—we're sorry to hear about the less than positive experience here. We're always looking to improve, and honest feedback like this helps highlight areas we could improve. We're sorry you've felt like your support experiences have not been what you'd expect, and we'll be sure to investigate this. ",12,Stripe have hold back payouts for a…
Love the simplicity of this program.  Reporting is also good!,2022-10-07T16:46:05.000Z,2022-10-07T19:21:22.653Z,"October 07, 2022",Brenda,Rated 5 out of 5 stars,"We're so glad to hear you're enjoying your experience with Stripe, Brenda! Thanks for the positive review!",1,Love the simplicity of this program
"stripe charges a lot of money per transaction I when a customer falsely claimed ""undelivered service"", Stripe did nothing to protect us the small buisness using the platform. Totally dissatisfied .",2022-10-07T14:18:24.000Z,2022-10-07T14:47:26.507Z,"November 08, 2021",M H,Rated 2 out of 5 stars,"Hi Mike—we're sorry to hear you've had a frustrating experience. When a user files a chargeback on a good or a service, that then becomes a dispute case with the bank/card issuer who authorized the charge initially. They then appointment someone to investigate and make judgement on a claim, in which all rulings are final. If you'd like to discuss what measures you can take to better protect yourself, please contact us at heretohelp@stripe.com. ",1,stripe cares only for the bottom line
They reversed my $500 payout and closed my account over two disputes,2022-10-07T13:22:29.000Z,NA,"October 07, 2022",Joshua Ward,Rated 1 out of 5 stars,NA,3,"Steals money, false closing of accounts"
You just called me Sam and my name is Richard. How can I trust what to do?,2022-10-07T11:43:28.000Z,NA,"October 07, 2022",Richard,Rated 1 out of 5 stars,NA,1,You just called me Sam and my name is…
"Stripe has minimal protection for sellers, they allow fraudulent purchases to be made at the loss to the seller. I have sold one item through Facebook/Stripe which was automatically accepted via Stripe, 2 months later I receive a refund request adding £15 on top of the refund. Turns out Stripe allowed a purchase where there is a ""Card absent environment"". DO NOT USE, I will be deleting my account and never using again",2022-10-07T11:23:42.000Z,2022-10-07T14:18:07.304Z,"August 31, 2022",Jack,Rated 1 out of 5 stars,"Hi Jack—we're sorry you've had a frustrating experience. We always do our best to protect our users the best we can, as the last thing we want is for someone to have a bad experience. Its definitely not typical behaviour for a refund to cost you £15 in fees, in which case this sounds like it may be a dispute. If you'd like to discuss further please reach out to us on heretohelp@stripe.com. ",2,Fraudulent purchases are allowed
"Everytime I contact STRIPE support, their agents albeit polite, don't actually seem to know how to fix any minor problem!! You are put on hold while they try to *recreate your issue*, it gets escalated and then you receive an email back that's vague and doesn't actually fix the problem and makes STRIPE look like the emperor with no clothes on.",2022-10-07T10:15:16.000Z,2022-10-07T14:12:46.559Z,"October 06, 2022",Cormac Kerrigan,Rated 2 out of 5 stars,"Hi Cormac—we want to thank you for taking the time to provide feedback. We're always looking to improve, and honest feedback like this helps highlight areas we could improve. We're sorry you've felt like your support experiences have not been what you'd expect, and we'll be sure to investigate this. ",15,STRIPE: the emperor with no clothes on.
"Great processor, but they steal too much money.",2022-10-07T02:46:42.000Z,2022-10-07T03:47:02.213Z,"October 01, 2022",Benjamin,Rated 3 out of 5 stars,Hi Benjamin—we're sorry you feel that our fees are high! We have your account on hand and have reviewed your fee plan. It looks like you're on the default standard pricing for your location.,1,"Great processor, but they steal too much money"
"Great credit card processing with reasonable rates, awesome free WordPress plugin",2022-10-07T00:42:47.000Z,2022-10-07T02:58:05.379Z,"October 06, 2022",Benjamin,Rated 5 out of 5 stars,"Thank you very much for your support, Benjamin!",2,Great credit card processing
Stripe has fairly decent service and reliable with payouts. If you don't mind waiting 3 days for funds I would recommend.,2022-10-07T00:37:41.000Z,2022-10-07T02:57:54.227Z,"October 05, 2022",Robert,Rated 4 out of 5 stars,"Thank you, Robert! We'd also like to let you know that you can also look at potentially using Instant Payouts in the future. New Stripe users aren’t immediately eligible for Instant Payouts, but you can check your eligibility in the Dashboard here: https://dashboard.stripe.com/payouts/instant_payouts_eligibility",1,Stripe has fairly decent service and…
I moved from PayPal to Stripe at the beginning of 2022 because the fees were less. Stripe is very efficient with handling and transferring funds. I love their App which has excellent reports. Stripe is easy to use and my Clients LOVE it!  The only regret you'll have is that you didn't sign on with Stripe sooner.,2022-10-07T00:35:34.000Z,2022-10-07T02:55:31.297Z,"October 06, 2022",Marie,Rated 5 out of 5 stars,"Thank you so much for your kind words, Marie!",2,I moved from PayPal to Stripe at the…
"Support tickets are not assigned to individuals, but are (apparently) passed around on the Support team, where team members do not read full communication-chains, and just paste boilerplate answers. I gave up on my (easily-reproducible) issue after it became apparent that no one was actually going to address it. Next time I hit something that I can’t address myself, I’ll switch payment processors rather than waste more of my time trying to get any help from Stripe Support.",2022-10-06T22:42:55.000Z,2022-10-07T02:47:11.829Z,"October 06, 2022",Jason,Rated 1 out of 5 stars,"Hi Jason—thank you for letting us know about your support experience and we're sorry about this. If you have any other issues in the future, please feel free to email heretohelp@stripe.com and we can work on it with a specialised team.",1,Pasted Boilerplate and Lack of Investigation
"The credit card processing has worked well. However, if a customer unfairly disputes a charge, you will lose 100% of the time (and we have our cancellation policy plastered all across our website) and be charged a penalty fee by Stripe on top of the refund because Stripe does not back up its merchants whatsoever.",2022-10-06T21:00:43.000Z,2022-10-07T02:42:33.661Z,"October 06, 2022",PaulSklarXFit,Rated 2 out of 5 stars,"Hi Paul—we're sorry to hear that you had to deal with a dispute. Unfortunately, the card issuer has the final say and Stripe is not involved in the outcome of the dispute. We provide tips and recommendations that can help prevent disputes and fraud https://stripe.com/docs/disputes/prevention and how to respond to them: https://stripe.com/docs/disputes/responding",1,"The credit card processing has worked, but be wary of disputes…"
"Stripe close the accounts of my customers, I do not have a stripe account but I will tell people the reality!",2022-10-06T20:53:09.000Z,2022-10-07T00:52:28.806Z,"October 01, 2022",Bild,Rated 1 out of 5 stars,"Thanks for reaching out. Stripe is ultimately responsible for protecting businesses that use our services, as well as their customers. In keeping with industry standards, we conduct reviews of our users’ accounts—both new and existing—to ensure their businesses remain in good health as they evolve over time. ",4,Stripe is banning new users for no reason
